id,Matram,Kyhieu,longitude,latitude,Z.Elev,ds,WQI_I,WQI_II,WQI_III,WQI_IV,WQI_V,y,WQI_Desc,WQI_Color,WQI_Weight,WQI_no_V,pH,Aldrin,BHC,Dieldrin,DDTs,Heptachlor,Heptachlorepoxide,As,Cd,Pb,Cr6,Cu,Zn,Hg,DO,T,BOD5,COD,TOC,N_NH4,N_NO3,N_NO2,P_PO4,Coliform,Ecoli,Salinity,TSS,CL
"1598",NMT0122021,MT12,105.92,9.96,1,2021/04/27,100,100,75.05,67.74,55,51,Trung bình,"RGB(255,255,0)",47,46,7.6,0.027,0.019,0.018,0.021,0.025,0.016,0.017,0.002,0.002,0.028,0.004,0,0.002,5.628,"25",4.87,11.85,12.059,0.1,0.2,0.71,0.5,4300,"0",0,34,19.7
"1599",NMT0122021,MT12,105.92,9.96,1,2021/05/13,100,100,87.89,61.49,55,54,Trung bình,"RGB(255,255,0)",52,51,6.94,0.026,0.016,0.016,0.019,0.026,0.015,0.018,0.003,0.001,0.026,0.002,0,0.001,6.048,"25",5.73,14.559,13.543,0.3,0.1,0.66,0.9,2300,"0",0,32,26.3
"1600",NMT0122021,MT12,105.92,9.96,1,2021/05/26,100,100,86.28,58.6,55,51,Trung bình,"RGB(255,255,0)",50,49,7.13,0.028,0.019,0.018,0.021,0.028,0.017,0.019,0.002,0.003,0.031,0.002,0,0.001,6.358,"25",4.22,9.599,12.445,,0.3,0.77,0.7,1500,"0",0,53,24.8
"1601",NMT0122021,MT12,105.92,9.96,1,2021/06/11,100,100,88.17,62.94,55,55,Trung bình,"RGB(255,255,0)",53,52,7.24,0.025,0.017,0.016,0.02,0.023,0.015,0.016,0.002,0.001,0.028,0.002,0,0.001,5.373,"25",4.8,13.776,12.284,0.3,0.11,0.69,0.7,2400,"0",0,54,21.6
"1602",NMT0122021,MT12,105.92,9.96,1,2021/06/24,100,100,88.27,54.53,55,48,Xấu,"RGB(255,126,0)",48,48,7.19,0.024,0.016,0.015,0.018,0.024,0.014,0.017,0.002,0.001,0.026,0.002,0,0.001,5.63,"25",4.95,12.576,12.292,,0.1,0.64,0.6,2300,"0",0,62,11.8
"1603",NMT0122021,MT12,105.92,9.96,1,2021/07/08,100,100,85.35,54.54,55,47,Xấu,"RGB(255,126,0)",47,47,7.39,0.029,0.02,0.02,0.025,0.023,0.017,0.018,0.002,0,0.036,0.002,0,0.001,5.89,"25",4.89,12.961,12.803,0.2,,0.89,0.7,2300,"0",0,61,16.9
"1604",NMT0132021,MT13,106.17,10.16,1,2021/01/27,100,100,91.93,69.18,55,64,Trung bình,"RGB(255,255,0)",59,57,6.95,0.025,0.018,0.018,0.018,0.026,0.015,0.013,0.001,0.008,0.018,0.009,0,0.001,4.415,"25",3.87,8.998,9.341,0.12,0.79,0.44,0.8,9300,"0",0,67,273
"1605",NMT0132021,MT13,106.17,10.16,1,2021/02/16,100,100,89.38,72.76,55,65,Trung bình,"RGB(255,255,0)",59,57,6.82,0.027,0.02,0.02,0.02,0.027,0.016,0.014,0.001,0.008,0.026,0.004,0,0.001,4.63,"25",3.71,8.304,9.445,0.1,0.8,0.66,0.3,4300,"0",0,48,14.8
"1606",NMT0132021,MT13,106.17,10.16,0.97,2021/02/26,100,100,91.23,63.92,55,58,Trung bình,"RGB(255,255,0)",55,54,7.44,0.02,0.012,0.012,0.013,0.025,0.012,0.016,0.002,0.003,0.017,0.002,0,0.001,5.445,"25",4.86,11.147,11.564,0.4,0.31,0.42,0.5,2400,"0",0,49,141
"1607",NMT0132021,MT13,106.17,10.16,0.97,2021/03/14,100,100,88.05,69.62,55,61,Trung bình,"RGB(255,255,0)",57,54,7.37,0.027,0.019,0.019,0.022,0.022,0.016,0.015,0.002,0.003,0.03,0.004,0,0.001,4.918,"25",4.08,8.91,10.067,0.1,0.25,0.75,0.7,4300,"0",0,49,24.3
"1608",NMT0132021,MT13,106.17,10.16,0.97,2021/03/29,100,100,90.2,68.54,55,62,Trung bình,"RGB(255,255,0)",57,55,7.12,0.025,0.018,0.018,0.018,0.027,0.015,0.013,0.001,0.008,0.024,0.002,0,0.001,4.488,"25",3.99,11.035,10.092,0.2,0.8,0.61,0.5,2300,"0",0,63,22.8
"1609",NMT0132021,MT13,106.17,10.16,0.97,2021/04/27,100,68.13,87.06,60.23,55,36,Xấu,"RGB(255,126,0)",35,34,7.37,0.03,0.022,0.021,0.026,0.024,0.018,0.017,0.003,0.001,0.031,0.009,0,0.001,5.675,"25",5.11,13.119,12.53,,0.11,0.77,0.2,9300,"0",0,44,382
"1610",NMT0132021,MT13,106.17,10.16,0.97,2021/05/13,100,100,88.51,65.14,55,58,Trung bình,"RGB(255,255,0)",54,53,6.81,0.027,0.018,0.018,0.019,0.028,0.016,0.017,0.002,0.005,0.025,0.004,0,0.001,5.768,"25",4.21,9.239,11.446,0.8,0.5,0.63,0.3,4300,"0",0,36,27.2
"1611",NMT0132021,MT13,106.17,10.16,0.97,2021/05/26,100,100,87.94,71.63,55,63,Trung bình,"RGB(255,255,0)",58,55,7.36,0.026,0.017,0.017,0.018,0.031,0.016,0.019,0.001,0.006,0.024,0.002,0,0.001,6.303,"25",3.75,7.665,11.752,0.1,0.6,0.61,0.5,2300,"0",0,53,24.4
"1612",NMT0132021,MT13,106.17,10.16,0.97,2021/06/11,100,14.68,67.49,64.69,55,6,Ô nhiễm rất nặng,"RGB(126,0,35)",6,6,7.34,0.991,0.984,0.983,1.227,0.024,0.595,0.016,0.003,0.001,1.96,0.002,0,0.001,5.173,"25",5.9,13.102,11.771,0.2,0.148,49,0.6,2300,"0",0,45,21.3
"1613",NMT0132021,MT13,106.17,10.16,0.97,2021/06/24,100,68.13,86.91,54.63,55,32,Xấu,"RGB(255,126,0)",32,32,7.22,0.031,0.023,0.022,0.027,0.023,0.018,0.016,0.002,0.001,0.033,0.009,0,0.001,5.293,"25",4.8,12.073,11.627,,0.12,0.82,0.9,9300,"0",0,69,13.9
"1614",NMT0132021,MT13,106.17,10.16,0.97,2021/07/08,100,68.13,73.87,61.97,55,31,Xấu,"RGB(255,126,0)",30,29,7.59,0.031,0.022,0.021,0.024,0.03,0.019,0.018,0.003,0.004,0.032,0.005,0,0.002,6.038,"25",5.78,14.072,13.375,0.3,0.4,0.8,0.5,4600,"0",0,47,2
"1615",MOXN012021,OX01,105.64,10.08,0.97,2021/01/27,100,100,90.42,61.7,55,56,Trung bình,"RGB(255,255,0)",54,53,6.72,0.022,0.016,0.015,0.016,0.024,0.013,0.013,0.004,0.004,0.023,0.001,0,0.001,4.185,"25",6.65,15.518,11.052,0.16,0.4,0.57,0.7,900,"0",0,158,21.6
"1616",MOXN012021,OX01,105.64,10.08,0.97,2021/02/16,100,100,89.84,76.22,55,68,Trung bình,"RGB(255,255,0)",61,58,6.91,0.026,0.019,0.018,0.019,0.027,0.015,0.014,0.002,0.006,0.024,0.004,0,0.001,4.818,"25",4.87,11.948,10.875,0.1,0.6,0.61,0,4300,"0",0,7,15.1
"1617",MOXN012021,OX01,105.64,10.08,0.97,2021/02/26,100,100,91.21,76,55,69,Trung bình,"RGB(255,255,0)",62,59,6.87,0.022,0.015,0.014,0.015,0.025,0.013,0.015,0.002,0.005,0.018,0.004,0,0.001,4.838,"25",4.77,12.484,11.074,0.2,0.5,0.44,0.1,4300,"0",0,67,2.1
"1618",MOXN012021,OX01,105.64,10.08,0.5,2021/03/14,100,100,89.22,60.82,55,54,Trung bình,"RGB(255,255,0)",52,52,6.85,0.022,0.013,0.012,0.015,0.024,0.013,0.018,0.003,0,0.02,0.002,0,0.001,5.898,"25",5.66,16.618,13.967,0.2,,0.51,0,2100,"0",0,97,26.1
"1619",MOXN012021,OX01,105.64,10.08,0.5,2021/03/28,100,100,92,76.04,55,70,Trung bình,"RGB(255,255,0)",63,59,6.97,0.021,0.013,0.013,0.012,0.027,0.012,0.015,0.002,0.006,0.016,0.002,0,0.001,5.163,"25",4.15,9.616,10.657,0.3,0.6,0.4,0.1,2100,"0",0,7,23.5
"1620",MOXN012021,OX01,105.64,10.08,0.5,2021/04/11,100,68.13,88.78,75.63,55,46,Xấu,"RGB(255,126,0)",41,39,7.49,0.029,0.021,0.02,0.02,0.03,0.017,0.015,0.003,0.008,0.027,0.004,0,0.001,5.083,"25",5.3,12.205,11.354,0.1,0.8,0.67,0.1,4300,"0",0,65,22
"1621",MOXN012021,OX01,105.64,10.08,0.5,2021/04/26,100,100,88.29,74.18,55,65,Trung bình,"RGB(255,255,0)",59,56,6.85,0.025,0.017,0.017,0.021,0.022,0.015,0.015,0.002,0.001,0.029,0.002,0,0.001,5.065,"25",4.8,10.957,10.934,0.3,0.1,0.73,0,2400,"0",0,29,24.8
"1622",MOXN012021,OX01,105.64,10.08,0.5,2021/05/12,100,100,87.53,61.73,55,54,Trung bình,"RGB(255,255,0)",52,51,6.88,0.027,0.019,0.018,0.022,0.023,0.016,0.015,0.003,0.001,0.032,0.002,0,0.001,5.065,"25",5.73,14.871,12.168,0.33,0.1,0.79,0.4,2300,"0",0,37,29.5
"1623",MOXN012021,OX01,105.64,10.08,0.5,2021/05/26,100,68.13,83.57,54.79,55,31,Xấu,"RGB(255,126,0)",31,31,6.81,0.03,0.023,0.021,0.026,0.023,0.018,0.014,0.005,0.001,0.035,0.004,0,0.001,4.583,"25",7.2,17.46,12.26,0.62,0.12,0.88,0.8,4300,"0",0,17,29.2
"1624",MOXN012021,OX01,105.64,10.08,0.5,2021/06/11,100,100,89.56,62.33,55,56,Trung bình,"RGB(255,255,0)",54,52,6.91,0.023,0.015,0.015,0.017,0.023,0.014,0.016,0.002,0.001,0.022,0.004,0,0.001,5.193,"25",4.96,13.884,12.048,0.31,0.14,0.55,0.7,4300,"0",0,55,26.2
"1625",MOXN012021,OX01,105.64,10.08,0.5,2021/06/24,100,100,93.09,67.01,55,62,Trung bình,"RGB(255,255,0)",58,57,7.01,0.021,0.013,0.012,0.014,0.023,0.012,0.016,0.002,0.001,0.012,0.009,0,0.001,5.225,"25",4.78,12.328,11.606,0.16,0.14,0.31,0.7,9300,"0",0,74,14.3
"1626",MOXN012021,OX01,105.64,10.08,0.5,2021/07/09,100,68.13,85.73,54.88,55,32,Xấu,"RGB(255,126,0)",32,32,7.09,0.033,0.024,0.023,0.028,0.026,0.02,0.017,0.004,0.002,0.036,0.008,0,0.001,5.665,"25",6,17.15,13.786,0.78,0.16,0.9,0.1,7500,"0",0,52,24.8
"1627",MOXN022021,OX02,105.66,9.99,0.5,2021/01/27,100,100,89.48,56.46,55,51,Trung bình,"RGB(255,255,0)",50,50,6.86,0.024,0.016,0.016,0.02,0.019,0.014,0.015,0.001,0,0.024,0.008,0,0.001,5.158,"25",3.68,11.314,11.185,0.1,,0.59,0.6,7500,"0",0,139,2.7
"1628",MOXN022021,OX02,105.66,9.99,0.5,2021/02/16,100,100,89.73,48.37,55,43,Xấu,"RGB(255,126,0)",45,46,6.96,0.022,0.015,0.014,0.018,0.019,0.013,0.013,0.003,0,0.026,0.001,0,0.001,4.478,"25",5.4,14.238,11.087,,,0.66,0,900,"0",0,16,15
"1629",MOXN022021,OX02,105.66,9.99,0.5,2021/02/26,100,100,89.93,64.98,55,58,Trung bình,"RGB(255,255,0)",55,54,6.97,0.025,0.017,0.017,0.021,0.02,0.015,0.015,0.002,0,0.022,0.009,0,0.001,4.998,"25",4.89,10.442,10.67,0.1,,0.56,0.1,9300,"0",0,144,19
"1630",MOXN022021,OX02,105.66,9.99,0.53,2021/03/14,100,100,87.8,53.88,55,47,Xấu,"RGB(255,126,0)",48,48,7.18,0.024,0.015,0.015,0.019,0.022,0.014,0.017,0.002,0,0.028,0.001,0,0.001,5.71,"25",4.24,10.887,11.879,,,0.7,0.1,900,"0",0,18,22
"1631",MOXN022021,OX02,105.66,9.99,0.53,2021/03/28,100,100,90.54,65.75,55,60,Trung bình,"RGB(255,255,0)",56,54,6.95,0.022,0.016,0.016,0.018,0.019,0.013,0.012,0.001,0.003,0.024,0.002,0,0.001,4.093,"25",3.9,10.039,9.186,,0.3,0.61,0,2300,"0",0,8,22
"1632",MOXN022021,OX02,105.66,9.99,0.53,2021/04/11,100,100,88.78,60.89,55,54,Trung bình,"RGB(255,255,0)",52,51,7.49,0.025,0.017,0.016,0.02,0.021,0.015,0.015,0.003,0,0.027,0.004,0,0.001,5.083,"25",5.3,15.591,12.421,0.1,,0.67,0.1,4300,"0",0,62,22
"1633",MOXN022021,OX02,105.66,9.99,0.53,2021/04/26,100,68.13,84.93,63.69,55,37,Xấu,"RGB(255,126,0)",35,34,6.94,0.034,0.026,0.025,0.027,0.029,0.02,0.016,0.002,0.007,0.04,0.002,0,0.001,5.223,"25",4.93,12.422,11.632,,0.7,0.99,0,2400,"0",0,22,26
"1634",MOXN022021,OX02,105.66,9.99,0.53,2021/05/12,100,68.13,86.45,59.79,55,35,Xấu,"RGB(255,126,0)",34,34,6.92,0.036,0.029,0.028,0.029,0.031,0.022,0.015,0.003,0.009,0.036,0.009,0,0.001,4.955,"25",5.04,11.387,10.904,0.7,0.9,0.91,0.6,9300,"0",0,47,29
"1635",MOXN022021,OX02,105.66,9.99,0.53,2021/05/26,100,68.13,87.89,61.86,55,37,Xấu,"RGB(255,126,0)",36,35,6.97,0.028,0.021,0.02,0.024,0.023,0.017,0.014,0.004,0.001,0.032,0.004,0,0.001,4.818,"25",6.36,17.179,12.524,0.1,0.11,0.81,0.8,4300,"0",0,85,31
"1636",MOXN022021,OX02,105.66,9.99,0.53,2021/06/11,100,68.13,87.27,56.85,55,34,Xấu,"RGB(255,126,0)",33,33,6.99,0.035,0.027,0.026,0.027,0.031,0.021,0.015,0.003,0.009,0.033,0.009,0,0.001,4.988,"25",5.27,11.88,11.109,0.9,0.9,0.83,0.9,9300,"0",0,51,29
"1637",MOXN022021,OX02,105.66,9.99,0.53,2021/06/24,100,68.13,76.33,51.49,55,27,Xấu,"RGB(255,126,0)",27,28,7.08,0.04,0.032,0.031,0.039,0.023,0.024,0.017,0.002,0,0.052,0.009,0,0.001,5.685,"25",4.75,9.836,11.51,0.5,,1.3,0.8,9300,"0",0,54,2
"1638",MOXN022021,OX02,105.66,9.99,0.53,2021/07/09,100,68.13,84.97,61.36,55,36,Xấu,"RGB(255,126,0)",34,34,7.45,0.033,0.024,0.024,0.029,0.025,0.02,0.019,0.002,0.001,0.036,0.009,0,0.001,6.25,"25",4.23,9.888,12.375,0.9,0.1,0.9,0.8,9300,"0",0,76,22.3
"1639",MOXN032021,OX03,105.63,9.93,0.53,2021/01/27,100,100,89.48,57.3,55,51,Trung bình,"RGB(255,255,0)",51,50,7.02,0.021,0.014,0.014,0.017,0.019,0.013,0.015,0.001,0,0.024,0.002,0,0.001,5.048,"25",3.68,10.027,10.614,0.11,,0.6,0.6,2300,"0",0,129,26.2
"1640",MOXN032021,OX03,105.63,9.93,0.53,2021/02/16,100,100,89.34,52.8,55,47,Xấu,"RGB(255,126,0)",48,48,6.97,0.022,0.014,0.013,0.017,0.021,0.013,0.016,0.002,0,0.023,0.002,0,0.001,5.193,"25",4.62,10.841,11.088,,,0.58,0.1,2300,"0",0,7,15
"1641",MOXN032021,OX03,105.63,9.93,0.53,2021/02/26,100,100,90.37,76.12,55,69,Trung bình,"RGB(255,255,0)",62,58,7.01,0.022,0.015,0.014,0.016,0.023,0.013,0.015,0.002,0.003,0.02,0.004,0,0.001,4.858,"25",4.95,11.968,10.941,0.1,0.3,0.5,0.1,4300,"0",0,12,21
"1642",MOXN032021,OX03,105.63,9.93,0.5,2021/03/14,100,100,87.68,65.86,55,58,Trung bình,"RGB(255,255,0)",54,53,7.07,0.028,0.02,0.02,0.023,0.024,0.017,0.016,0.002,0.003,0.03,0.004,0,0.001,5.368,"25",4.05,11.533,11.569,,0.3,0.76,0.1,4300,"0",0,77,21
"1643",MOXN032021,OX03,105.63,9.93,0.5,2021/03/28,100,100,91.21,77.66,55,71,Trung bình,"RGB(255,255,0)",63,60,6.98,0.022,0.017,0.017,0.018,0.018,0.013,0.01,0.001,0.004,0.024,0.004,0,0.001,3.388,"25",3.93,10.125,8.155,0.2,0.4,0.59,0,4300,"0",0,72,22
"1644",MOXN032021,OX03,105.63,9.93,0.5,2021/04/11,100,100,88.54,76.34,55,68,Trung bình,"RGB(255,255,0)",61,57,7.41,0.027,0.02,0.019,0.02,0.028,0.016,0.015,0.003,0.006,0.028,0.002,0,0.001,5.1,"25",5.11,11.669,11.211,0.2,0.6,0.71,0.1,2300,"0",0,67,22
"1645",MOXN032021,OX03,105.63,9.93,0.5,2021/04/26,100,68.13,85.63,74.72,55,44,Xấu,"RGB(255,126,0)",39,37,7.01,0.033,0.026,0.025,0.028,0.025,0.02,0.014,0.003,0.004,0.04,0.004,0,0.001,4.67,"25",5.79,11.838,10.619,0.1,0.4,0.99,0.1,4300,"0",0,35,26
"1646",MOXN032021,OX03,105.63,9.93,0.5,2021/05/12,100,68.13,73.93,65.04,55,33,Xấu,"RGB(255,126,0)",31,30,6.83,0.05,0.043,0.042,0.047,0.03,0.03,0.015,0.002,0.009,0.072,0.002,0,0.001,4.88,"25",4.91,14.332,11.72,0.11,0.9,1.8,0.6,2400,"0",0,46,28.8
"1647",MOXN032021,OX03,105.63,9.93,0.5,2021/05/26,100,100,87,62.17,55,54,Trung bình,"RGB(255,255,0)",52,51,7.25,0.027,0.02,0.019,0.023,0.021,0.016,0.015,0.003,0.001,0.034,0.002,0,0.001,4.888,"25",5,12.241,11.073,0.4,0.12,0.85,0.8,2100,"0",0,18,31.9
"1648",MOXN032021,OX03,105.63,9.93,0.5,2021/06/11,100,68.13,86.73,61.83,55,37,Xấu,"RGB(255,126,0)",35,34,7.01,0.033,0.025,0.025,0.026,0.03,0.02,0.015,0.002,0.009,0.035,0.004,0,0.001,4.895,"25",4.8,10.238,10.452,0.6,0.9,0.88,0.9,4300,"0",0,61,29.7
"1649",MOXN032021,OX03,105.63,9.93,0.5,2021/06/24,100,68.13,85.28,54.37,55,32,Xấu,"RGB(255,126,0)",32,32,7.09,0.032,0.025,0.024,0.028,0.024,0.019,0.015,0.002,0.003,0.04,0.004,0,0.001,5.095,"25",4.65,12.613,11.501,,0.3,0.99,0.7,4300,"0",0,66,24.7
"1650",MOXN032021,OX03,105.63,9.93,0.5,2021/07/09,100,68.13,84.69,68.77,55,40,Xấu,"RGB(255,126,0)",37,35,7.46,0.031,0.022,0.022,0.026,0.027,0.019,0.019,0.002,0.002,0.037,0.002,0,0.001,6.275,"25",4.8,11.456,12.906,0.2,0.23,0.93,0.9,2300,"0",0,41,24.8
"1651",MOXN042021,OX04,105.57,9.93,0.5,2021/01/27,100,100,90.29,69.56,55,63,Trung bình,"RGB(255,255,0)",58,56,6.91,0.023,0.016,0.016,0.016,0.024,0.014,0.014,0.001,0.006,0.022,0.002,0,0.001,4.555,"25",3.65,8.323,9.338,0.27,0.6,0.55,0.5,2300,"0",0,59,2.7
"1652",MOXN042021,OX04,105.57,9.93,0.5,2021/02/16,100,100,90.73,76.46,55,69,Trung bình,"RGB(255,255,0)",62,59,6.97,0.024,0.017,0.016,0.016,0.027,0.014,0.014,0.002,0.007,0.02,0.004,0,0.001,4.683,"25",4.8,11.587,10.559,0.1,0.7,0.49,0,4300,"0",0,34,2
"1653",MOXN042021,OX04,105.57,9.93,0.5,2021/02/26,100,100,91.57,76.18,55,70,Trung bình,"RGB(255,255,0)",63,59,6.96,0.02,0.014,0.013,0.013,0.025,0.012,0.014,0.002,0.005,0.018,0.002,0,0.001,4.56,"25",4.83,11.73,10.42,0.2,0.5,0.44,0,2300,"0",0,32,2
"1654",MOXN042021,OX04,105.57,9.93,0,2021/03/14,100,100,89.48,79.31,55,71,Trung bình,"RGB(255,255,0)",63,59,7.2,0.026,0.019,0.019,0.021,0.023,0.016,0.015,0.001,0.003,0.024,0.009,0,0.001,5.1,"25",3.8,9.905,10.655,0.1,0.3,0.59,0,9300,"0",0,61,26
"1655",MOXN042021,OX04,105.57,9.93,0,2021/03/28,100,100,92,75.54,55,69,Trung bình,"RGB(255,255,0)",63,59,6.95,0.02,0.012,0.012,0.012,0.025,0.012,0.015,0.002,0.004,0.016,0.002,0,0.001,4.963,"25",4.86,13.099,11.455,0.1,0.4,0.4,0,2400,"0",0,63,23
"1656",MOXN042021,OX04,105.57,9.93,0,2021/04/11,100,100,90.15,73.98,55,67,Trung bình,"RGB(255,255,0)",60,58,7.4,0.024,0.016,0.016,0.015,0.03,0.014,0.015,0.003,0.008,0.021,0.002,0,0.001,5.045,"25",5.02,14.988,12.175,0.2,0.8,0.52,0.1,1500,"0",0,42,24
"1657",MOXN042021,OX04,105.57,9.93,0,2021/04/26,100,100,88.05,74.98,55,66,Trung bình,"RGB(255,255,0)",60,57,7.03,0.027,0.019,0.018,0.022,0.022,0.016,0.015,0.003,0.001,0.03,0.004,0,0.001,5.065,"25",5.14,13.398,11.703,0.2,0.12,0.75,0.1,4300,"0",0,35,29
"1658",MOXN042021,OX04,105.57,9.93,0,2021/05/12,100,100,87.53,67.35,55,59,Trung bình,"RGB(255,255,0)",55,53,6.75,0.026,0.019,0.018,0.022,0.021,0.016,0.015,0.002,0.001,0.032,0.002,0,0.001,4.913,"25",4.86,11.419,10.851,0.25,0.1,0.79,0.5,2400,"0",0,52,32.6
"1659",MOXN042021,OX04,105.57,9.93,0,2021/05/26,100,68.13,87.76,69.5,55,42,Xấu,"RGB(255,126,0)",38,37,6.87,0.03,0.024,0.024,0.026,0.025,0.018,0.012,0.002,0.007,0.035,0.004,0,0.001,4.125,"25",4.41,11.337,9.644,0.66,0.7,0.88,0.11,4300,"0",0,78,28.8
"1660",MOXN042021,OX04,105.57,9.93,0,2021/06/11,100,100,88.65,58.3,55,52,Trung bình,"RGB(255,255,0)",51,50,6.7,0.025,0.019,0.018,0.022,0.021,0.015,0.014,0.003,0.001,0.029,0.004,0,0.001,4.503,"25",5.42,13.837,10.998,0.554,0.12,0.72,0.9,4300,"0",0,5,25
"1661",MOXN042021,OX04,105.57,9.93,0,2021/06/24,100,100,88.51,65.73,55,58,Trung bình,"RGB(255,255,0)",55,53,6.95,0.026,0.017,0.016,0.019,0.026,0.015,0.017,0.002,0.003,0.025,0.004,0,0.001,5.788,"25",4.96,14.39,13.1,0.26,0.25,0.62,0.8,4300,"0",0,13,3.4
"1662",MOXN042021,OX04,105.57,9.93,0,2021/07/09,100,100,91.21,63.92,55,58,Trung bình,"RGB(255,255,0)",55,54,7.39,0.019,0.012,0.011,0.013,0.023,0.011,0.015,0.003,0.001,0.018,0.001,0,0.001,5.073,"25",5.69,13.937,11.884,1.18,0.11,0.44,0.11,1200,"0",0,55,22.65
"1663",MOXN052021,OX05,105.56,9.98,0,2021/01/27,100,100,90.83,71.19,55,65,Trung bình,"RGB(255,255,0)",59,57,6.88,0.022,0.013,0.013,0.013,0.029,0.013,0.018,0.001,0.005,0.016,0.002,0,0.001,6.145,"25",3.8,8.214,11.689,0.17,0.5,0.41,0.5,2300,"0",0,0.37,23.8
"1664",MOXN052021,OX05,105.56,9.98,0,2021/02/16,100,100,92,75.06,55,69,Trung bình,"RGB(255,255,0)",62,59,6.98,0.024,0.016,0.016,0.017,0.025,0.014,0.015,0.002,0.005,0.016,0.009,0,0.001,4.865,"25",4.68,13.996,11.592,0.1,0.5,0.4,0,9300,"0",0,35,19
"1665",MOXN052021,OX05,105.56,9.98,0,2021/02/26,100,100,92.37,74.59,55,69,Trung bình,"RGB(255,255,0)",62,59,6.97,0.02,0.012,0.012,0.012,0.026,0.012,0.016,0.002,0.004,0.014,0.004,0,0.001,5.208,"25",4.89,14.657,12.314,0.2,0.4,0.35,0,4300,"0",0,31,2
"1666",MOXN052021,OX05,105.56,9.98,0.34,2021/03/14,100,100,90.79,76.44,55,69,Trung bình,"RGB(255,255,0)",62,59,6.94,0.023,0.015,0.015,0.016,0.025,0.014,0.015,0.001,0.005,0.019,0.004,0,0.001,5.133,"25",3.68,13.93,11.972,0.1,0.5,0.48,0,4300,"0",0,126,24
"1667",MOXN052021,OX05,105.56,9.98,0.34,2021/03/28,100,100,92.73,74.58,55,69,Trung bình,"RGB(255,255,0)",62,59,6.77,0.019,0.013,0.012,0.013,0.023,0.011,0.013,0.002,0.004,0.016,0.002,0,0.001,4.325,"25",4.98,13.268,10.552,0.2,0.4,0.41,0,2400,"0",0,83,27
"1668",MOXN052021,OX05,105.56,9.98,0.34,2021/04/11,100,100,91.21,74.66,55,68,Trung bình,"RGB(255,255,0)",62,58,7.31,0.023,0.016,0.015,0.013,0.031,0.014,0.015,0.002,0.009,0.018,0.002,0,0.001,5.083,"25",4.87,14.444,12.059,0.2,0.9,0.46,0,1500,"0",0,67,25
"1669",MOXN052021,OX05,105.56,9.98,0.34,2021/04/26,100,100,92.75,74.47,55,69,Trung bình,"RGB(255,255,0)",62,59,6.92,0.019,0.011,0.011,0.012,0.023,0.011,0.015,0.002,0.002,0.014,0.004,0,0.001,5.12,"25",4.96,14.55,12.149,0.2,0.18,0.34,0.1,4300,"0",0,32,31
"1670",MOXN052021,OX05,105.56,9.98,0.34,2021/05/12,100,100,89.02,66.31,55,59,Trung bình,"RGB(255,255,0)",55,54,6.81,0.028,0.02,0.02,0.02,0.03,0.017,0.015,0.003,0.008,0.026,0.004,0,0.001,4.928,"25",5.16,14.337,11.793,0.27,0.8,0.64,0.4,4300,"0",0,63,34
"1671",MOXN052021,OX05,105.56,9.98,0.34,2021/05/26,100,100,89,65.49,55,58,Trung bình,"RGB(255,255,0)",55,53,6.95,0.021,0.013,0.012,0.01,0.032,0.013,0.016,0.005,0.007,0.013,0.002,0,0.001,5.255,"25",7,15.789,12.742,0.63,0.7,0.33,0.1,1500,"0",0,69,3
"1672",MOXN052021,OX05,105.56,9.98,0.34,2021/06/11,100,100,91.62,64.96,55,60,Trung bình,"RGB(255,255,0)",56,55,6.91,0.027,0.019,0.018,0.017,0.032,0.016,0.016,0.003,0.009,0.016,0.009,0,0.001,5.215,"25",5.24,14.844,12.384,0.77,0.9,0.41,0.13,9300,"0",0,74,3.1
"1673",MOXN052021,OX05,105.56,9.98,0.34,2021/06/24,100,100,92.69,58.46,55,54,Trung bình,"RGB(255,255,0)",53,53,6.98,0.019,0.01,0.01,0.011,0.025,0.011,0.017,0.002,0.002,0.012,0.004,0,0.001,5.578,"25",4.84,15.233,13.051,0.64,0.22,0.29,0.9,4300,"0",0,156,33.1
"1674",MOXN052021,OX05,105.56,9.98,0.34,2021/07/09,100,100,72.7,57.75,55,42,Xấu,"RGB(255,126,0)",41,41,7.57,0.024,0.015,0.012,0.014,0.032,0.015,0.019,0.007,0.001,0.012,0.009,0,0.002,6.183,"25",9.78,18.687,15.047,1.57,0.14,0.3,0.22,9300,"0",0,72,31.24
"1675",MOXN062021,OX06,105.51,9.88,0.34,2021/01/27,100,100,89.56,50.47,55,45,Xấu,"RGB(255,126,0)",47,47,6.86,0.023,0.015,0.014,0.017,0.023,0.014,0.016,0.004,0,0.022,0.004,0,0.001,5.21,"25",6.18,15.306,12.523,0.24,,0.54,0.7,4300,"0",0,35,25.3
"1676",MOXN062021,OX06,105.51,9.88,0.34,2021/02/16,100,100,93.12,74.55,55,69,Trung bình,"RGB(255,255,0)",63,60,6.98,0.019,0.012,0.012,0.011,0.025,0.011,0.013,0.002,0.006,0.015,0.001,0,0.001,4.385,"25",4.99,13.371,10.675,0.2,0.6,0.38,0,900,"0",0,42,21
"1677",MOXN062021,OX06,105.51,9.88,0.34,2021/02/26,100,100,90.79,74.73,55,68,Trung bình,"RGB(255,255,0)",61,58,6.94,0.023,0.015,0.015,0.016,0.025,0.014,0.015,0.002,0.004,0.019,0.005,0,0.001,5.095,"25",4.83,14.444,12.078,0.1,0.4,0.48,0.1,4600,"0",0,38,2
