fid,Name,descriptio,id,cable_id,color,length,rfs,owners,url,geometry
261,Mariana-Guam Cable,"<div class=""googft-info-window"">
<b>id:</b> mariana-guam-cable<br>
<b>cable_id:</b> 1757<br>
<b>description:</b> [{""landing_point_id"":13409,""name"":""Rota, Northern Mariana Islands"",""latlon"":""14.151846,145.212462""},{""landing_point_id"":13408,""name"":""Saipan,",mariana-guam-cable,1757,#5f489d,n.a.,1997,IT&E,,"MULTILINESTRING ((145.751143 15.178203, 145.637471 15.011504, 145.212471 14.152223, 144.809542 13.549098))"
239,JaKa2LaDeMa,"<div class=""googft-info-window"">
<b>id:</b> jaka2ladema<br>
<b>cable_id:</b> 1767<br>
<b>description:</b> [{""landing_point_id"":9597,""name"":""Bali, Indonesia"",""latlon"":""-8.464415,115.596973""},{""landing_point_id"":7803,""name"":""Banjarmasin, Indonesia"",""latlon",jaka2ladema,1767,#4b4a9f,"1,700 km",2010,Telkom Indonesia,,"MULTILINESTRING ((117.551065 0.327278, 117.899991 0.118588, 119.24999 -1.006359, 119.388466 -1.142077), (111.149995 -3.479269, 112.049995 -3.928327, 112.949994 -3.928327, 114.074993 -3.703826, 114.603997 -3.327584), (109.971969 -1.858721, 109.574997 -1.906058, 109.349997 -2.130918), (109.335544 -0.027017, 108.899997 -0.331409, 109.124997 -1.681169, 109.349997 -2.130918, 109.799996 -3.029996, 110.474996 -3.479269, 111.149995 -3.479269, 111.599995 -3.254657, 111.752925 -2.849277), (114.097161 -8.615163, 114.299993 -8.84605, 114.974993 -8.84605, 115.159856 -8.783709), (116.081535 -8.586003, 115.762492 -8.568042, 115.596965 -8.463929))"
240,JAKABARE,"<div class=""googft-info-window"">
<b>id:</b> jakabare<br>
<b>cable_id:</b> 1597<br>
<b>description:</b> [{""landing_point_id"":5940,""name"":""Changi North, Singapore"",""latlon"":""1.389047,103.987017""},{""landing_point_id"":9094,""name"":""Sungai Kakap, Indonesia"",""l",jakabare,1597,#34b086,"1,330 km",November 2009,PT Indonesia Satellite Corp.,http://www.indosat.com,"MULTILINESTRING ((104.85 1.355961, 104.625 1.355961, 104.201563 1.32882, 103.987012 1.389447), (104.133204 1.173681, 104.287891 1.201593, 104.625 1.299726, 104.85 1.355961, 105.3 1.24349, 106.874999 -0.331409, 107.153245 -2.130918, 107.269749 -3.029996, 107.437498 -4.601454, 107.120994 -5.981159), (109.182223 -0.061392, 108.899997 -0.106411, 106.874999 -0.331409))"
241,Janna,"<div class=""googft-info-window"">
<b>id:</b> janna<br>
<b>cable_id:</b> 1729<br>
<b>description:</b> [{""landing_point_id"":3162,""name"":""Cagliari, Italy"",""latlon"":""39.215311,9.109340""},{""landing_point_id"":7751,""name"":""Civitavecchia, Italy"",""latlon"":""42.0911",janna,1729,#bba03a,634 km,April 2005,"Regione Sardegne,  Interoute,  Wind Italy,  Tiscali",,"MULTILINESTRING ((9.109443 39.215612, 9.450068 38.827311, 11.700066 37.723384, 12.591374 37.650584), (9.486884 40.922738, 11.796843 42.091411))"
296,Seychelles to East Africa System (SEAS),"<div class=""googft-info-window"">
<b>id:</b> seychelles-to-east-africa-system-seas<br>
<b>cable_id:</b> 1672<br>
<b>description:</b> [{""landing_point_id"":4182,""name"":""Dar Es Salaam, Tanzania"",""latlon"":""-6.823229,39.269665""},{""landing_point_id"":4362,""name""",seychelles-to-east-africa-system-seas,1672,#bc5336,"1,930 km",August 2012,Seychelles Cable System Ltd.,,"MULTILINESTRING ((39.269675 -6.823132, 40.500046 -6.840101, 42.750044 -6.616651, 52.200037 -4.825692, 55.445054 -4.617612))"
242,Japan-U.S. Cable Network (JUS),"<div class=""googft-info-window"">
<b>id:</b> japan-u-s-cable-network-jus<br>
<b>cable_id:</b> 1010<br>
<b>description:</b> [{""landing_point_id"":5703,""name"":""Kitaibaraki, Japan"",""latlon"":""36.801787,140.750940""},{""landing_point_id"":5760,""name"":""Makaha, Hawa",japan-u-s-cable-network-jus,1010,#af4c9d,"22,682 km",September 2001,"Verizon,  AT&T,  BT,  Sprint,  CenturyLink,  KDDI,  NTT,  Chunghwa Telecom,  Tata Communications,  SingTel,  Telekom Malaysia,  Softbank Telecom,  Orange,  SK Broadband,  KT,  China Telecom,  China Unicom,  LG Uplus,  HKBN Enterprise Solutions,  Starhub,",,"MULTILINESTRING ((140.750951 36.801861, 141.299974 35.785662, 140.343725 34.775476, 139.949975 34.775476, 139.816967 35.037519, 138.599976 34.312152, 137.699977 34.126101, 136.874001 34.336831), (-179.999798 24.941363, -172.799803 22.884654, -163.79981 21.635297, -158.849813 21.216398, -158.399814 21.373626, -158.220663 21.463447, -158.399814 21.635297, -158.399812 21.739834, -158.174814 22.052986, -157.949814 22.26137, -152.999817 24.532658, -147.599821 26.562513, -138.599828 28.161052, -127.799835 32.052708, -122.399839 34.683018, -120.847203 35.36708, -121.949839 35.785662, -123.749838 38.299521, -123.687051 38.969435, -124.649837 39.002379, -130.499833 41.407726, -138.599828 43.401145, -151.199819 45.331071, -179.999798 45.331071), (179.999922 24.941363, 160.199961 31.286739, 149.399968 32.433313, 138.599976 33.001219, 137.699977 33.4717, 136.874001 34.336831), (140.750951 36.801861, 142.199973 36.693016, 149.399968 37.232354, 160.199961 42.079236, 172.799952 45.331071, 179.999947 45.331071))"
243,Jerry Newton,"<div class=""googft-info-window"">
<b>id:</b> jerry-newton<br>
<b>cable_id:</b> 1774<br>
<b>description:</b> [{""landing_point_id"":10730,""name"":""North Salina, Bonaire, Netherlands"",""latlon"":""12.163773,-68.284104""},{""landing_point_id"":4275,""name"":""Willemstad",jerry-newton,1774,#4466b0,n.a.,October 2007,C&W Networks,,"MULTILINESTRING ((-68.284057 12.164145, -68.89265 12.090437))"
244,Jonah,"<div class=""googft-info-window"">
<b>id:</b> jonah<br>
<b>cable_id:</b> 1677<br>
<b>description:</b> [{""landing_point_id"":3160,""name"":""Bari, Italy"",""latlon"":""41.125490,16.866661""},{""landing_point_id"":3213,""name"":""Tel Aviv, Israel"",""latlon"":""32.044599,34.7",jonah,1677,#44b64a,"2,297 km",January 2012,Bezeq International Ltd.,http://www.bezeqint.net/english,"MULTILINESTRING ((34.769679 32.04501, 33.75005 32.433313, 31.050052 33.189715, 25.200056 34.544136, 23.400058 35.098265, 22.050059 35.785662, 19.80006 37.589787, 19.182763 39.484751, 18.900061 40.043692, 18.787561 40.38732, 18.000061 40.98447, 16.868812 41.125713))"
245,Kattegat 1,"<div class=""googft-info-window"">
<b>id:</b> kattegat-1<br>
<b>cable_id:</b> 1218<br>
<b>description:</b> [{""landing_point_id"":10605,""name"":""Kungsbacka, Sweden"",""latlon"":""57.487482,12.076234""},{""landing_point_id"":10606,""name"":""Saeby, Denmark"",""latlon"":""57",kattegat-1,1218,#bd3662,180 km,August 1995,"TDC,  Telia Carrier,  Tata Communications,  BT",,"MULTILINESTRING ((10.516668 57.331046, 10.800067 57.390459, 11.700066 57.451036, 12.076238 57.487691))"
246,Kattegat 2,"<div class=""googft-info-window"">
<b>id:</b> kattegat-2<br>
<b>cable_id:</b> 1688<br>
<b>description:</b> [{""landing_point_id"":10320,""name"":""Lyngsa, Denmark"",""latlon"":""57.244807,10.514613""},{""landing_point_id"":10322,""name"":""Osterby, Denmark"",""latlon"":""57.",kattegat-2,1688,#80c342,75 km,2001,TDC,,"MULTILINESTRING ((10.514618 57.244917, 10.966961 57.272646), (11.199285 57.313752, 12.150066 56.840739, 12.683366 56.683369))"
247,Pencan-8,"<div class=""googft-info-window"">
<b>id:</b> pencan-8<br>
<b>cable_id:</b> 1701<br>
<b>description:</b> [{""landing_point_id"":7775,""name"":""Candelaria, Canary Islands, Spain"",""latlon"":""28.355538,-16.371739""},{""landing_point_id"":5944,""name"":""Conil, Spain"",""l",pencan-8,1701,#a62e60,"1,400 km",2011,Telefonica,,"MULTILINESTRING ((-6.087128 36.276721, -6.749921 36.240655, -8.54992 35.876871, -9.449919 35.419781, -11.249918 33.93964, -14.624915 29.736069, -15.321497 28.868291, -15.940539 28.345053, -16.37174 28.355538))"
248,Kodiak Kenai Fiber Link (KKFL),"<div class=""googft-info-window"">
<b>id:</b> kodiak-kenai-fiber-link-kkfl<br>
<b>cable_id:</b> 1530<br>
<b>description:</b> [{""landing_point_id"":4067,""name"":""Anchorage, Alaska, United States"",""latlon"":""61.217461,-149.858369""},{""landing_point_id"":8392,""nam",kodiak-kenai-fiber-link-kkfl,1530,#37bdad,966 km,January 2007,GCI,http://www.alaskaunited.com,"MULTILINESTRING ((-149.447671 60.110051, -149.39982 59.90607, -149.39982 59.679664, -149.84982 59.451717, -151.199819 58.991177, -151.424818 58.524394, -151.424818 58.051316, -151.874818 57.57189, -152.329069 57.424493, -152.099818 57.57189, -152.099818 57.692345, -152.395179 57.794422, -152.099818 57.8124, -151.649818 58.051316, -151.649818 58.524394, -152.324818 59.106895, -152.324818 59.508849, -152.099818 59.565883, -151.544249 59.646567, -152.099818 59.679664, -152.099818 59.90607, -151.649818 60.354289, -151.268718 60.553101, -151.591859 60.70907, -151.591859 60.867467, -150.23341 61.217557, -149.85841 61.217557))"
250,Kuwait-Iran,"<div class=""googft-info-window"">
<b>id:</b> kuwait-iran<br>
<b>cable_id:</b> 1250<br>
<b>description:</b> [{""landing_point_id"":5990,""name"":""Ganaveh, Iran"",""latlon"":""29.570747,50.521125""},{""landing_point_id"":10603,""name"":""Khark Island, Iran"",""latlon"":""29.",kuwait-iran,1250,#c8247a,380 km,June 2005,"Telecommunication Infrastructure Company of Iran,  Kuwait Ministry of Communications",,"MULTILINESTRING ((49.950039 29.442585, 50.31205 29.246029), (49.500039 29.344567, 49.478067 29.07274), (47.974845 29.374101, 48.48754 29.344567, 49.500039 29.344567, 49.950039 29.442585, 50.521132 29.57075))"
251,Lanis-1,"<div class=""googft-info-window"">
<b>id:</b> lanis-1<br>
<b>cable_id:</b> 1616<br>
<b>description:</b> [{""landing_point_id"":8408,""name"":""Blackpool, United Kingdom"",""latlon"":""53.808663,-3.050749""},{""landing_point_id"":13370,""name"":""Port Grenaugh, United Kin",lanis-1,1616,#54bd85,113 km,1992,Vodafone,,"MULTILINESTRING ((-3.050754 53.808977, -3.487423 53.83535, -4.499923 54.034038, -4.566622 54.100287))"
252,Lanis-2,"<div class=""googft-info-window"">
<b>id:</b> lanis-2<br>
<b>cable_id:</b> 1751<br>
<b>description:</b> [{""landing_point_id"":13371,""name"":""Ballywater, United Kingdom"",""latlon"":""54.542745,-5.484390""},{""landing_point_id"":13372,""name"":""Peel, United Kingdom"",""",lanis-2,1751,#334da1,67 km,1992,Vodafone,,"MULTILINESTRING ((-4.691426 54.222447, -4.791426 54.280842, -5.384297 54.542947, -5.484346 54.542947))"
253,Latvia-Sweden 1 (LV-SE 1),"<div class=""googft-info-window"">
<b>id:</b> latvia-sweden-1-lv-se-1<br>
<b>cable_id:</b> 1270<br>
<b>description:</b> [{""landing_point_id"":5951,""name"":""Nynashamn, Sweden"",""latlon"":""58.902923,17.946543""},{""landing_point_id"":5897,""name"":""Ventspils, Latvia""",latvia-sweden-1-lv-se-1,1270,#44b64a,304 km,1994,"Telia Carrier,  Tele2,  Lattelecom,  Telecom Italia Sparkle",,"MULTILINESTRING ((21.570078 57.389722, 21.150059 57.451036, 19.57506 58.051316, 18.450061 58.406717, 18.000061 58.758569, 17.946546 58.903098))"
283,FOS Quellon-Chacabuco,"<div class=""googft-info-window"">
<b>id:</b> fos-quellon-chacabuco<br>
<b>cable_id:</b> 1805<br>
<b>description:</b> [{""landing_point_id"":14844,""name"":""Puerto Chacabuco, Chile"",""latlon"":""-45.458294,-72.805098""},{""landing_point_id"":14843,""name"":""Quellon, C",fos-quellon-chacabuco,1805,#2a9cb9,350 km,January 2015,Gtd Teleductos S.A.,http://www.telsur.com,"MULTILINESTRING ((-73.479464 -43.117474, -73.509981 -44.121616, -73.570723 -44.697558, -73.631514 -45.134059, -73.560616 -45.339261, -73.421749 -45.353263, -73.280098 -45.282121, -73.198311 -45.281846, -73.047628 -45.41794, -72.805099 -45.458301))"
254,Lev Submarine System,"<div class=""googft-info-window"">
<b>id:</b> lev-submarine-system<br>
<b>cable_id:</b> 1065<br>
<b>description:</b> [{""landing_point_id"":3215,""name"":""Mazara del Vallo, Italy"",""latlon"":""37.650126,12.591272""},{""landing_point_id"":3213,""name"":""Tel Aviv, Israe",lev-submarine-system,1065,#c2982e,"2,600 km",March 1999,Telecom Italia Sparkle,http://mediterranean.tisparkle.com,"MULTILINESTRING ((31.050052 33.001219, 32.466653 34.766572), (12.591374 37.650584, 12.656315 37.232354, 12.825065 36.87322, 13.500065 35.967974, 14.400064 35.419781, 16.650062 35.05223, 19.350061 35.419781, 25.200056 34.265678, 31.050052 33.001219, 33.75005 32.24321, 34.769679 32.04501))"
255,LFON (Libyan Fiber Optic Network),"<div class=""googft-info-window"">
<b>id:</b> lfon-libyan-fiber-optic-network<br>
<b>cable_id:</b> 1184<br>
<b>description:</b> [{""landing_point_id"":10838,""name"":""Al Baida, Libya"",""latlon"":""32.881732,21.741659""},{""landing_point_id"":7870,""name"":""Al Brega, L",lfon-libyan-fiber-optic-network,1184,#37b08b,"1,639 km",1999,"Libyan Post,  Telecommunications and Information Technology Company (LPTIC Holding)",,"MULTILINESTRING ((12.083366 32.933543, 12.375065 33.001219, 12.529851 32.774885, 12.642241 32.963721, 13.050065 33.001219, 13.18737 32.877627, 13.500065 33.001219, 14.175064 32.812319, 14.264517 32.64999, 14.400064 32.812319, 14.850064 32.812319, 15.075064 32.623017, 15.094985 32.374609, 15.300063 32.338312, 16.425063 31.478823, 16.588441 31.205586, 16.875062 31.286739, 17.550062 31.286739, 18.225061 30.901396, 18.411975 30.58699, 18.675061 30.70814, 19.350061 30.70814, 19.576525 30.378445, 19.57506 30.70814, 19.80006 31.861809, 20.066759 32.116915, 20.02506 32.433313, 20.25006 32.717718, 20.70006 32.812319, 20.949962 32.716978, 21.150059 33.001219, 21.600059 33.001219, 21.741758 32.882137, 22.050059 33.001219, 22.500058 33.001219, 22.639121 32.763635, 22.950058 32.812319, 23.850057 32.433313, 23.960409 32.079852))"
256,Libreville-Port Gentil Cable,"<div class=""googft-info-window"">
<b>id:</b> libreville-port-gentil-cable<br>
<b>cable_id:</b> 1747<br>
<b>description:</b> [{""landing_point_id"":4221,""name"":""Libreville, Gabon"",""latlon"":""0.394272,9.454360""},{""landing_point_id"":10818,""name"":""Port Gentil, G",libreville-port-gentil-cable,1747,#49c3ca,198 km,April 2012,Republic of Gabon,,"MULTILINESTRING ((8.781611 -0.72065, 8.775044 -0.331409, 9.02038 0.265951, 9.454267 0.394464))"
257,Lower Indian Ocean Network (LION),"<div class=""googft-info-window"">
<b>id:</b> lower-indian-ocean-network-lion<br>
<b>cable_id:</b> 1594<br>
<b>description:</b> [{""landing_point_id"":9399,""name"":""Sainte Marie, Réunion"",""latlon"":""-20.897368,55.549931""},{""landing_point_id"":9400,""name"":""Terr",lower-indian-ocean-network-lion,1594,#c74e2c,"1,060 km",November 2009,"Orange,  Mauritius Telecom,  Orange Madagascar",http://www.orange.com/,"MULTILINESTRING ((57.510092 -20.077534, 56.700034 -20.152544, 55.800035 -20.469058, 55.575035 -20.574419, 55.547789 -20.897271, 55.350035 -20.574419, 52.200037 -18.88014, 49.400235 -18.146086))"
258,Lower Indian Ocean Network 2 (LION2),"<div class=""googft-info-window"">
<b>id:</b> lower-indian-ocean-network-2-lion2<br>
<b>cable_id:</b> 1667<br>
<b>description:</b> [{""landing_point_id"":10123,""name"":""Kaweni, Mayotte"",""latlon"":""-12.817099,45.165854""},{""landing_point_id"":10122,""name"":""Nyali,",lower-indian-ocean-network-2-lion2,1667,#983b96,"2,700 km",April 2012,"Orange,  Mauritius Telecom,  Orange Madagascar,  Telkom Kenya,  Société Réunionnaise du Radiotéléphone,  Emtel,  STOI",,"MULTILINESTRING ((45.450042 -11.943945, 45.165765 -12.817092), (39.700144 -4.050297, 42.300044 -5.049857, 43.200044 -5.721873, 45.450042 -11.943945, 47.250041 -11.943945, 48.60004 -11.503334, 49.500039 -11.503334, 50.400039 -12.38384, 51.750038 -17.168553, 52.200037 -18.88014))"
259,MainOne,"<div class=""googft-info-window"">
<b>id:</b> mainone<br>
<b>cable_id:</b> 1565<br>
<b>description:</b> [{""landing_point_id"":4181,""name"":""Accra, Ghana"",""latlon"":""5.558283,-0.201092""},{""landing_point_id"":3280,""name"":""Lagos, Nigeria"",""latlon"":""6.438874,3.423",mainone,1565,#614099,"7,000 km",July 2010,Main One Cable Company,http://www.mainonecable.com,"MULTILINESTRING ((-0.20432 5.558283, 0.000074 4.164913, 0.000074 1.693341), (-9.107439 38.642659, -9.449919 38.211179, -9.787419 37.232354, -10.124919 35.785662, -10.574918 33.93964, -13.949916 29.736069, -14.399916 28.951555, -14.512415 28.161052, -15.074915 26.964305, -18.449913 22.884654, -19.799912 19.952623, -19.806943 11.68583, -18.449913 8.635699, -13.949916 3.266815, -10.799918 1.018534, -3.599923 1.018534, 0.000074 1.693341, 1.575073 1.918229, 2.250073 2.480312, 3.375072 4.164913, 3.423509 6.439069))"
260,Malaysia-Cambodia-Thailand (MCT) Cable,"<div class=""googft-info-window"">
<b>id:</b> malaysia-cambodia-thailand-mct-cable<br>
<b>cable_id:</b> 1776<br>
<b>description:</b> [{""landing_point_id"":6011,""name"":""Cherating, Malaysia"",""latlon"":""4.130232,103.393658""},{""landing_point_id"":10985,""name"":""Ra",malaysia-cambodia-thailand-mct-cable,1776,#b8932f,"1,300 km",March 2017,"Telekom Malaysia,  Ezecom,  Symphony,  DTAC",,"MULTILINESTRING ((103.500001 8.190543, 101.925002 9.524411, 101.250003 11.294709, 101.137503 12.175887, 101.277346 12.670663), (103.506739 10.630402, 103.612501 9.524411, 103.500001 8.190543, 103.950001 5.510072, 103.725001 4.613592, 103.395216 4.11631))"
262,Mataram Kupang Cable System (MKCS),"<div class=""googft-info-window"">
<b>id:</b> mataram-kupang-cable-system-mkcs<br>
<b>cable_id:</b> 1780<br>
<b>description:</b> [{""landing_point_id"":14650,""name"":""Ambalawi, Indonesia"",""latlon"":""-8.319396,118.760350""},{""landing_point_id"":14648,""name"":""Ende",mataram-kupang-cable-system-mkcs,1780,#d5264b,"1,318 km",April 2011,Telkom Indonesia,,"MULTILINESTRING ((117.401065 -8.496576, 117.224991 -8.17849, 117.224991 -7.955717), (116.081535 -8.586003, 115.987492 -8.401139, 116.099992 -8.17849, 116.549992 -7.955717, 117.224991 -7.955717, 118.34999 -7.955717, 118.760342 -8.31882), (120.253016 -9.64577, 120.599989 -9.290424, 120.599989 -9.068306), (123.583385 -10.182936, 123.299987 -10.122088, 121.949988 -9.290424, 121.651648 -8.854735, 121.499988 -9.068306, 120.599989 -9.068306, 119.24999 -9.068306, 118.711807 -8.796449))"
263,Matrix Cable System,"<div class=""googft-info-window"">
<b>id:</b> matrix-cable-system<br>
<b>cable_id:</b> 1535<br>
<b>description:</b> [{""landing_point_id"":5862,""name"":""Batam, Indonesia"",""latlon"":""1.134726,103.962506""},{""landing_point_id"":5937,""name"":""Changi South, Singapore",matrix-cable-system,1535,#b1c436,"1,055 km",August 2008,Matrix Networks Pte. Ltd.,http://www.matrixnetworks.sg,"MULTILINESTRING ((103.962598 1.134725, 104.019922 1.212638, 104.166114 1.230602, 104.287891 1.187558, 104.625 1.187253, 104.85 1.131014, 105.3 1.131014), (105.3 1.131014, 104.85 1.24349, 104.625 1.229455, 104.194434 1.295162, 103.987012 1.389447), (106.833397 -6.171587, 106.987498 -5.273944, 107.324998 -4.601454, 107.213499 -3.029996, 107.097996 -2.130918, 106.762499 -0.331409, 105.3 1.131014))"
284,Russia-Japan Cable Network (RJCN),"<div class=""googft-info-window"">
<b>id:</b> russia-japan-cable-network-rjcn<br>
<b>cable_id:</b> 1518<br>
<b>description:</b> [{""landing_point_id"":5362,""name"":""Nakhodka, Russia"",""latlon"":""42.812306,132.874015""},{""landing_point_id"":5529,""name"":""Naoetsu, J",russia-japan-cable-network-rjcn,1518,#ec8d23,"1,800 km",September 2008,"Rostelecom,  KDDI",,"MULTILINESTRING ((132.874004 42.812668, 133.64998 42.32924, 134.774979 41.407726, 137.024977 38.651812, 138.241968 37.169971, 137.249977 38.651812, 134.999979 41.407726, 133.64998 42.412355, 132.874004 42.812668))"
